Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Atom -宏观经济观察员,@hongsv11,"https://pbs.twimg.com/media/GKOtkfubUAAWlYd?format=png&name=small, https://pbs.twimg.com/media/GKOtkfubUAAWlYd?format=png&name=small",13,54,4,12K,https://x.com/hongsv11/status/1775462807032758651,https://x.com/hongsv11,"电话会的美方通稿提到不公平贸易政策、非市场经济行为，强调国家安全

近期拜登、耶伦陆续喊话汽车危险国家安全、清洁能源搞倾销
IRA也从24年开始正式实施，中国被列为FEOC(受关注外国实体)

意味着贸易摩擦有加剧的趋势
出口新三样(光伏、锂电池、电动车)面临被加增关税的风险",Apr 3,2024-04-03T09:58:14.000Z
Clromtyee,@Clromtyee,"https://pbs.twimg.com/media/GJkIB5vaAAAr6ss?format=jpg&name=small, https://pbs.twimg.com/media/GJkIB5vaAAAr6ss?format=jpg&name=small",,1,,310,https://x.com/Clromtyee/status/1772457148032622845,https://x.com/Clromtyee,日前，日本内阁府可再生能源政策专项组的会议资料上被发现出现中国国家电网公司的水印，引发日本国内舆论哗然，有政客甚至质疑政府可再生能源政策“受中国影响”。据日本经济新闻网和《产经新闻》报道，随着争议持续发酵，日本首相岸田文雄也下场强调所谓“能源安全”。,Mar 26,2024-03-26T02:54:49.000Z
西瓜小丸子,@xiguaxiaow42458,"https://pbs.twimg.com/ext_tw_video_thumb/1775000639048990720/pu/img/4bgDR27o82R0IPfK.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1775000639048990720/pu/img/4bgDR27o82R0IPfK.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1775000639048990720/pu/img/4bgDR27o82R0IPfK.jpg",1,2,,518,https://x.com/xiguaxiaow42458/status/1775000816304390551,https://x.com/xiguaxiaow42458,欧盟集中了世界上数量最多的发达国家，有责任在应对气候变化方面多挑担子、先走几步。然而，国际社会看到的是，美欧对做出的承诺“翻烧饼”或者“小步后退”。中国清洁能源技术和产业的发展为自身和全球绿色转型提供了巨大可能性，西方不是为这一突破感到高兴，而是各种抹黑、想出各色政策壁垒企图加以限制,Apr 2,2024-04-02T03:22:27.000Z
万一,@watson_view,"https://pbs.twimg.com/media/GOkIgdYXAAAlLAp?format=jpg&name=small, https://pbs.twimg.com/media/GOkIgdYXAAAlLAp?format=jpg&name=small",,,1,81,https://x.com/watson_view/status/1794975284552224814,https://x.com/watson_view,"中国如何在绿色能源产业政策上遥遥领先。

纽约时报：美国和欧洲正在努力追赶一个善于利用政府和银行的所有手段来主宰全球制造业的竞争对手。

半个多世纪以来，对石油短缺或气候受损的担忧促使各国政府投资替代能源。

20 世纪 70",May 27,2024-05-27T06:13:51.000Z
FinGraph财经图表,@fingraph66,"https://pbs.twimg.com/media/GSrsX6faMAA7Sza?format=jpg&name=small, https://pbs.twimg.com/media/GSrsX6faMAA7Sza?format=jpg&name=small",,3,,421,https://x.com/fingraph66/status/1813521704775479594,https://x.com/fingraph66,"根据彭博新能源财经的数据，在两个主要气候政策情景下，中国的二氧化碳排放量均将在2024年开始出现逐年下降，表明中国的温室气体排放量可能已经达到峰值。可再生能源产量和电动汽车采用率的增加，已经使得今年第二季度煤炭发电量和石油消耗量大幅下降。
来源：Bloomberg",Jul 17,2024-07-17T10:30:42.000Z
FinGraph财经图表,@fingraph66,"https://pbs.twimg.com/media/GSvLR4kbEAAyuI2?format=jpg&name=small, https://pbs.twimg.com/media/GSvLR4kbEAAyuI2?format=jpg&name=small",,2,,343,https://x.com/fingraph66/status/1813766792315322468,https://x.com/fingraph66,"根据彭博新能源财经的数据，在两个主要气候政策情景下，中国的二氧化碳排放量均将在2024年开始出现逐年下降，表明中国的温室气体排放量可能已经达到峰值。可再生能源产量和电动汽车采用率的增加，已经使得今年第二季度煤炭发电量和石油消耗量大幅下降。
来源：Bloomberg",Jul 18,2024-07-18T02:44:36.000Z
东方网OrientalDaily,@ODNMalaysia,,,2,,863,https://x.com/ODNMalaysia/status/1642130646872264706,https://x.com/ODNMalaysia,中国国家主席习近平说，中国将为到马来西亚投资的中资企业提供政策支持，这包括在可再生能源、半导体和数码经济等新领域的投资。 https://orientaldaily.com.my/news/nation/2023/04/01/557006…,"Apr 1, 2023",2023-04-01T11:43:50.000Z
TTW,@poxiaoshiliming,,,,,267,https://x.com/poxiaoshiliming/status/1759502892883747188,https://x.com/poxiaoshiliming,"#A股 摩根大通资管《在（中国）经济增速放缓背景下寻找投资机会》：
预计中国在应对经济放缓的政策上将更加积极主动；
继续增持具有结构性增长潜力的板块，包括与IT、绿色能源和消费相关的板块；增持科技硬件，以应对人工智能新创造的需求，以及消费电子产品的周期性复苏。",Feb 19,2024-02-19T08:59:14.000Z
lilylily02,@t_tietietie,"https://pbs.twimg.com/ext_tw_video_thumb/1632870372650483716/pu/img/TEowiIi8S25IIMY5.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1632870372650483716/pu/img/TEowiIi8S25IIMY5.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1632870372650483716/pu/img/TEowiIi8S25IIMY5.jpg",,,,62,https://x.com/t_tietietie/status/1632870624551895040,https://x.com/t_tietietie,【新中国联邦DC星火行动】03/04/2023 美国国家公共政策研究中心21号项目开发主任唐纳·杰克逊：我们必须将美国的灵魂置于利益之上，并摆脱依赖中共的能源供应。美国可以推广电动汽车、太阳能电池板、风能等绿色能源的使用，停止对中共国的依赖。,"Mar 7, 2023",2023-03-06T22:27:48.000Z
Guo-Fong Weng܁,@riceom,,,,,62,https://x.com/riceom/status/1732020197165265118,https://x.com/riceom,"全球大约三分之一温室气体来自于中国的排放。将全球气温上升幅度控制在工业化前水平的1.5摄氏度以内的目标,很大程度上要取决于中国的气候政策
中国是可再生能源领域的先行者,28%电力来自于风电、水电和太阳能发电,但是事物往往也都还有另一面:中国对煤炭发电持续性依赖,去年中国60%电力来自火力发电
DW","Dec 5, 2023",2023-12-05T12:52:49.000Z
财经小作文,@91rumor,"https://pbs.twimg.com/media/GYDUL4sb0AAPcxo?format=png&name=small, https://pbs.twimg.com/media/GYDUL4sb0AAPcxo?format=png&name=small",7,4,4,3.6K,https://x.com/91rumor/status/1837702000756264980,https://x.com/91rumor,"市场流行的观点

中国对经济下行不太关心，主要是

新质生产力，先进制造业、高科技产品、绿色能源和交通才是关键。

中国财政政策并没有放松，主要是害怕特朗普上台，到时没有更多的宽松工具。

最重要的是，上头并没有有真正的救房地产，不希望这成为未来经济的基础。",Sep 22,2024-09-22T03:54:34.000Z
BJD Review,@bjd_review,https://pbs.twimg.com/media/GRexq9QaYAAR_Of?format=jpg&name=small,1,,,89,https://x.com/bjd_review/status/1808109177082109954,https://x.com/bjd_review,"【中国稀土政策调整，引发西方媒体关注】
日前，国务院公布《稀土管理条例》，明确明确稀土资源属于国家所有，中国对稀土资源实行保护性开采。条例公布后马上受到西方媒体的高度关注。这是因为稀土资源在高科技制造业和绿色能源转型中发挥的重要作用，也跟西方媒体看待中国的眼光有很大关系。",Jul 2,2024-07-02T12:03:15.000Z
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,303,https://x.com/RFAChinese/status/1678363186381176835,https://x.com/RFAChinese,"克里表示，他计划在7月16日这一周与中国气候特使解振华和其他“最高级别”官员会面。

中美也是清洁能源的两个最大投资者。两国政策对于世界能否避免全球变暖最严重的后果有着巨大影响。

然而，对于两国应以何种速度停止导致地球严重升温的化石燃料排放，双方存在深刻分歧。

https://buff.ly/3DaIsdm","Jul 10, 2023",2023-07-10T11:19:00.000Z
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,229,https://x.com/RFAChinese/status/1800201256830476465,https://x.com/RFAChinese,"据国际能源机构的说法，去年，美国和欧盟在清洁能源技术领域取得了“重大进展”。

拜登政府数十亿美元的计划是美国历史上范围最广地使用产业政策的例子之一。

拜登提高关税是美国对中国的针对性贸易攻势的升级，征收关税的做法始于前总统特朗普。",Jun 11,2024-06-10T16:20:00.000Z
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,271,https://x.com/RFAChinese/status/1778040234401251610,https://x.com/RFAChinese,"白宫一直在考虑是否降低部分给美国消费者造成影响的关税，同时针对中国的绿色能源技术出口征收新关税。

拜登政府曾在2022年宣布暂停对太阳能行业征收关税，暂停令的两年期限过后，美国可能会在今年夏天重启太阳能关税。

中国对美国的贸易政策也有自己的不满

https://buff.ly/4arZTFj",Apr 10,2024-04-10T12:40:00.000Z
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,267,https://x.com/RFAChinese/status/1800164767912362207,https://x.com/RFAChinese,"预计欧洲官员们不久也将提高对华关税，尽管一些经济学家和环保人士警告，这些措施将减慢实现清洁能源目标的进程。由于中国向俄罗斯和伊朗倾斜，欧洲已对安全问题变得更加担忧。

西方接受产业政策的做法与美国及其盟国此前倡导的开放市场和最小政府干预的意识形态背道而驰。",Jun 10,2024-06-10T13:55:00.000Z
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,152,https://x.com/RFAChinese/status/1829220473122476389,https://x.com/RFAChinese,"国轩高科从密歇根州的战略基金获得了8亿美元的州补贴，包括赠款和免税。该公司还有资格从《通货膨胀削减法案》中获得税收抵免。

中国企业可能获得与“绿色能源制造”投资相关1250亿美元的税收抵免。国会中的共和党人已经提出了立法，旨在阻止中国公司获取这些税收抵免。",Aug 30,2024-08-29T18:12:00.000Z
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,270,https://x.com/RFAChinese/status/1816140033927045332,https://x.com/RFAChinese,"这份英译本大约为1.5万单词的文件只是简短而谨慎地呼吁“完善扩大消费长效机制”。

中共的中央委员会进一步强调了产业政策。党承诺完善推动“战略性产业”，涉及从可再生能源到航空航天等八个领域。这些行业与中国实施了10年的《中国制造2025》计划中的行业基本相同。",Jul 25,2024-07-24T15:55:00.000Z
S.S,@horusi,,,,1,,https://x.com/horusi/status/1453274558224642050,https://x.com/horusi,中国能够成为世界工厂，其基础就是重化工业能够提供廉价的原材料，而廉价的原材料来自廉价的能源。一旦用清洁能源取代目前的煤电能源，中国制造业成本将大幅上升，中国很多企业都难以活下去。因此，这个政策会扼杀中国经济，摧毁现有经济基础和经济结构，中国经济结构会出现崩溃,"Oct 27, 2021",2021-10-27T08:17:09.000Z
Melody,@melodysayyes,,1,1,,,https://x.com/melodysayyes/status/1471775505179451397,https://x.com/melodysayyes,德国正在加速中国化。去哪都查你ID和疫苗证的社会环境环境，比肩加州的物价水平，迅速向中国一线城市靠拢的房价，高得离谱的税收，低廉的工资，对顶尖人才不友好的职场环境，烂得不行绿色能源政策，最后是坏到根部的欧洲央行货币政策。,"Dec 17, 2021",2021-12-17T09:33:19.000Z
FTChinese,@FTChinese,,3,2,3,,https://x.com/FTChinese/status/1149226822799896576,https://x.com/FTChinese,【全球清洁能源投资降至5年来最低水平】最新研究显示，今年上半年全球清洁能源投资降至1176亿美元，同比下降14%，同期中国清洁能源投资同比下降39%。去年中国可再生能源政策的突然转变——限制太阳能与风能补贴——使这一全球最大市场的新项目急剧减少。,"Jul 11, 2019",2019-07-11T08:00:00.000Z
OR新媒体,@OR55102750,"https://pbs.twimg.com/media/FUNXSBMUYAAPD8M?format=jpg&name=small, https://pbs.twimg.com/media/FUNXSBMUYAAPD8M?format=jpg&name=small",,,,,https://x.com/OR55102750/status/1532164274994368512,https://x.com/OR55102750,"【中国财经媒体报道汇总：国常会部署加快稳经济一揽子政策措施落地生效】“十四五”可再生能源规划出炉；银保监会：强力整治保险机构大股东等关联方通过关联交易套取保险资金；上海市经信委：三家运营商已开通2万套数字哨兵。

【更多详情】http://oror.vip/%e4%b8%ad%e5%9b%bd%e8%b4%a2%e7%bb%8f%e5%aa%92%e4%bd%93%e6%8a%a5%e9%81%93%e6%b1%87%e6%80%bb%ef%bc%9a%e5%9b%bd%e5%b8%b8%e4%bc%9a%e9%83%a8%e7%bd%b2%e5%8a%a0%e5%bf%ab%e7%a8%b3%e7%bb%8f%e6%b5%8e%e4%b8%80/…","Jun 2, 2022",2022-06-02T00:56:44.000Z
汕頭融媒(100%Fo),@8r1tr3tQukv88nN,,,,,,https://x.com/8r1tr3tQukv88nN/status/1540701046166945792,https://x.com/8r1tr3tQukv88nN,"在“双碳”目标引领下，中国的减排降碳政策体系不断丰富，
水力发电、风力发电、光伏发电等可再生能源和新能源汽车发展迅猛，
已经成为世界首屈一指的可再生能源和新能源汽车大国。","Jun 26, 2022",2022-06-25T14:18:48.000Z
OR新媒体,@OR55102750,"https://pbs.twimg.com/media/FdI4ifhaUAc2OBa?format=jpg&name=small, https://pbs.twimg.com/media/FdI4ifhaUAc2OBa?format=jpg&name=small",,,,,https://x.com/OR55102750/status/1572381392574771200,https://x.com/OR55102750,【越南可再生能源发展战略与中企的机会】杨超：越南通过实行灵活的上网电价和投资保护政策来鼓励开发和使用可再生能源。中国企业积极参与越南可再生能源项目建设。【更多详情】http://oror.vip/%e8%b6%8a%e5%8d%97%e5%8f%af%e5%86%8d%e7%94%9f%e8%83%bd%e6%ba%90%e5%8f%91%e5%b1%95%e6%88%98%e7%95%a5%e4%b8%8e%e4%b8%ad%e4%bc%81%e7%9a%84%e6%9c%ba%e4%bc%9a/…,"Sep 21, 2022",2022-09-21T00:25:12.000Z
中国股市策略通（A股）,@jizhongying123,,,1,1,,https://x.com/jizhongying123/status/1491628273352470531,https://x.com/jizhongying123,发委印发关于完善能源绿色低碳转型体制机制和政策措施的意见：推动构建以清洁低碳能源为主体的能源供应体系。以沙漠、戈壁、荒漠地区为重点，加快推进大型风电、光伏发电基地建设，对区域内现有煤电机组进行升级改造，探索建立送受两端协同为新能源电力输送提供调节的机制。,"Feb 10, 2022",2022-02-10T04:21:08.000Z
Mexchina.org,@Mexchina_org,"https://pbs.twimg.com/media/FIWkhnnX0AY3ahM?format=png&name=small, https://pbs.twimg.com/media/FIWkhnnX0AY3ahM?format=png&name=small",,,,,https://x.com/Mexchina_org/status/1478768952633434115,https://x.com/Mexchina_org,政策频出，技术突破——从清洁能源发展看中国经济底气...,"Jan 6, 2022",2022-01-05T16:42:47.000Z
南洋商报eNanyang,@nanyangpress,"https://pbs.twimg.com/media/EDDPlH5UYAEwAg-?format=jpg&name=small, https://pbs.twimg.com/media/EDDPlH5UYAEwAg-?format=jpg&name=small",1,,,,https://x.com/nanyangpress/status/1166660544574582785,https://x.com/nanyangpress,分析称，中国在高技术产业培育政策“中国制造2025”中，把可再生能源定位为重点领域。中国在一带一路中也提出了出口绿色能源技术，在新兴市场国家获得大量订单。中国瞄准海外市场，快速向可再生能源过渡。《日本经济新闻》认为，全球的光伏发电根本离不开中国。http://enanyang.my/?p=1279301,"Aug 28, 2019",2019-08-28T10:35:23.000Z
徐思远 | God wills it,@Zealots2022,"https://pbs.twimg.com/media/GYrdqZ1WIAAuNe5?format=png&name=small, https://pbs.twimg.com/media/GYrdqZ1WIAAuNe5?format=png&name=small",1,7,,708,https://x.com/Zealots2022/status/1840527138392338894,https://x.com/Zealots2022,"拜登和哈里斯的可再生能源和电气化政策使美国依赖中国，从而将美国束缚在中国共产党的束缚下。

这些危险政策所宣称的理由是，化石燃料正在导致气候变化，因此必须强制停止其消费。

这些政策削弱了美国，对穷人、农民和小企业造成了不成比例的伤害，应该成为下一届政府废除的首要任务。",Sep 30,2024-09-29T23:00:39.000Z
特战时讯,@fengyunshe,,95,53,,1.4K,https://x.com/fengyunshe/status/1840373350914306381,https://x.com/fengyunshe,"将美国从中共的桎梏中解救出来
拜登政府的可再生能源和电气化政策鼓励购买中国可再生能源、电动汽车、电池和关键矿物，同时阻止开发和使用美国国内石油和天然气供应，破坏了美国的能源安全和独立性以致美国依赖中国，下一届政府应废除这些政策。",Sep 29,2024-09-29T12:49:33.000Z
特战时讯,@fengyunshe,,95,53,,1.4K,https://x.com/fengyunshe/status/1840373350914306381,https://x.com/fengyunshe,"将美国从中共的桎梏中解救出来
拜登政府的可再生能源和电气化政策鼓励购买中国可再生能源、电动汽车、电池和关键矿物，同时阻止开发和使用美国国内石油和天然气供应，破坏了美国的能源安全和独立性以致美国依赖中国，下一届政府应废除这些政策。",Sep 29,2024-09-29T12:49:33.000Z
Sin Chew Daily 星洲日報,@SinChewPress,,,,1,307,https://x.com/SinChewPress/status/1841010413905068432,https://x.com/SinChewPress,据报导，美国贸易官员本周可能会针对由中国企业营运、来自马来西亚、越南、泰国和柬埔寨等东南亚4国的太阳能电池板征收新的关税，美国制造商抱怨这些产品采用了不公平的补贴措施，使竞争对手的产品缺乏竞争力。,10h,2024-10-01T07:01:01.000Z
巴赫塔儿通讯社,@bnachinese,,,,,100,https://x.com/bnachinese/status/1749794981433499794,https://x.com/bnachinese,"据国际能源署报告，中国已经居于可再生能源应用领域领头羊地位。
国际能源署在报告中说：“2028年，全球可再生能源发电量的近60%将来自中国。虽然中国政府2020-2021年中止了新能源领域一系列补贴，但风电厂和太阳能电厂的建设势头依旧强劲”。",Jan 24,2024-01-23T14:03:27.000Z
Alex_感知,@Alex_perception,,,1,2,1.5K,https://x.com/Alex_perception/status/1715287908100485547,https://x.com/Alex_perception,今天路透社的一篇报道显示，由于当地制造商面临来自中国的日益激烈的竞争，欧盟计划加大对风能行业的财政支持，并审查对外国风电产品进口的补贴。草案称：“如果有正当理由，欧盟委员会将启动其贸易防御工具。”,"Oct 20, 2023",2023-10-20T08:44:40.000Z
桃花岛主(Lucky),@Mydoglucky2,"https://pbs.twimg.com/amplify_video_thumb/1725312198132760576/img/tVekrQN0BPAchVJ9.jpg, https://pbs.twimg.com/amplify_video_thumb/1725312198132760576/img/tVekrQN0BPAchVJ9.jpg, https://pbs.twimg.com/amplify_video_thumb/1725312198132760576/img/tVekrQN0BPAchVJ9.jpg",89,224,16,26K,https://x.com/Mydoglucky2/status/1725312698270056524,https://x.com/Mydoglucky2,77岁的川普总统在竞选集会上动情的演讲，痛数美国种种败象：由于拜登的腐败无能，对内经济正崩溃成墟，银行倒闭，利率飙升。因为推行激进左翼绿色新政，禁止开采而丧失能源独立，不得不向其他国家乞求石油。明知电动汽车无法走远，成本太高，且要依赖中国生产，还是要推动全面电动化，甚至包括军用坦克,"Nov 17, 2023",2023-11-17T00:39:36.000Z
※范强※法特姗瑟希蒲※,@fightcensorship,,3,9,2,,https://x.com/fightcensorship/status/1463183531669086222,https://x.com/fightcensorship,氢能源被一些人视为纯绿色能源，是可持续性的能源，用于多种行业，但成本较高无法完全取代目前的化石燃料，只是未来有潜力的干净能源。全球最大的会计公司德勤（Deloitte）在今年9月为中国政府提供了一份氢能源前景报告，详细列出氢能源在各行业的潜力评估。就汽车来说公交车前景不错，但家用车是低。,"Nov 24, 2021",2021-11-23T16:31:53.000Z
萧生客SSK,@SSK2024,"https://pbs.twimg.com/amplify_video_thumb/1724653719302639616/img/hY1WkXKlOzMyuqk6.jpg, https://pbs.twimg.com/amplify_video_thumb/1724653719302639616/img/hY1WkXKlOzMyuqk6.jpg, https://pbs.twimg.com/amplify_video_thumb/1724653719302639616/img/hY1WkXKlOzMyuqk6.jpg",131,403,20,55K,https://x.com/SSK2024/status/1724654774841122999,https://x.com/SSK2024,77岁的川普总统在竞选集会上动情的演讲，痛数美国种种败象：由于拜登的腐败无能，对内经济正崩溃成墟，银行倒闭，利率飙升。因为推行激进左翼绿色新政，禁止开采而丧失能源独立，不得不向其他国家乞求石油。明知电动汽车无法走远，成本太高，且要依赖中国生产，还是要推动全面电动化，甚至包括军用坦克,"Nov 15, 2023",2023-11-15T05:05:15.000Z
KAIJU | ERC20,@kaijuerc20,,5,8,1,,https://x.com/kaijuerc20/status/1416676363105447939,https://x.com/kaijuerc20,"德州为什么成为挖矿首府。
中国电力并不便宜，便宜的是场地建设/运维还有矿机优势。
美国电力成本远低于中国，并且电力买卖高度市场化。

因此德州优势：
1. 老天赏饭吃：德州的电是全美国最便宜的州之一，风能+太阳能占比 30%，风能是所有可再生能源里最便宜的。作为石油大省，天然气占发电40%-50%。","Jul 18, 2021",2021-07-18T08:29:00.000Z
fufuji97,@fufuji97,,7,27,15,,https://x.com/fufuji97/status/1154915623224238080,https://x.com/fufuji97,那天看了一篇文章，说最近欧洲很热，在德国安装一个空调的前后过程，刚开始看完我还不相信，后来一问，居然是真的，同样的空调在中国买是五千人民币，在德国是一万，另外安装费居然还要一万，中国是免费安装，这还不算，电费 居然是中国的五倍，这就是绿色能源的后果，结果写文章那个人跑回国避暑了,"Jul 27, 2019",2019-07-27T00:45:16.000Z
西瓜小丸子,@xiguaxiaow42458,https://pbs.twimg.com/ext_tw_video_thumb/1775000639048990720/pu/img/4bgDR27o82R0IPfK.jpg,1,2,,519,https://x.com/xiguaxiaow42458/status/1775000816304390551,https://x.com/xiguaxiaow42458,欧盟集中了世界上数量最多的发达国家，有责任在应对气候变化方面多挑担子、先走几步。然而，国际社会看到的是，美欧对做出的承诺“翻烧饼”或者“小步后退”。中国清洁能源技术和产业的发展为自身和全球绿色转型提供了巨大可能性，西方不是为这一突破感到高兴，而是各种抹黑、想出各色政策壁垒企图加以限制,Apr 2,2024-04-02T03:22:27.000Z
曲城萌萌,@qchngmngmn39990,,,,,31,https://x.com/qchngmngmn39990/status/1833791177407320490,https://x.com/qchngmngmn39990,"【绿色转型：中国经济可持续发展的新引擎】
面对全球气候变化的挑战，中国正积极推动经济绿色转型。通过发展可再生能源、推广绿色低碳技术",Sep 11,2024-09-11T08:54:21.000Z
Amy,@Amy401048261613,"https://pbs.twimg.com/media/GH8qHnLbkAAKJTI?format=jpg&name=small, https://pbs.twimg.com/media/GH8qHnLbkAAKJTI?format=jpg&name=small",,5,,104,https://x.com/Amy401048261613/status/1765175912688152684,https://x.com/Amy401048261613,全国政协委员、中国气象局科技与气候变化司副司长张兴赢介绍说，我国可再生能源装机容量居世界第一；全球1/4的新增绿化面积来自中国；我国成为唯一同时运行黎明、上午、下午、倾斜4条近地轨道气象卫星的国家，为129个国家实时提供地球观测数据……,Mar 6,2024-03-06T00:41:47.000Z
曹山石,@caolei1,,56,160,60,,https://x.com/caolei1/status/1308960884010545155,https://x.com/caolei1,在联合国大会上，川普批评中国的碳排放量几乎是美国的两倍；而拜登已誓言，若当选，他将在气候变化问题上采取更强硬的立场。习则承诺中国将在2060年前实现“碳中和”。这是中国迄今在气候变化问题上最大胆的承诺。——这是十四五规划中可再生能源比例有望大幅提高的政治基础。,"Sep 24, 2020",2020-09-24T02:46:08.000Z
Bo Wang,@cbnwangbo,,,,,,https://x.com/cbnwangbo/status/1308969852552577025,https://x.com/cbnwangbo,在联合国大会上，川普批评中国的碳排放量几乎是美国的两倍；而拜登已誓言，若当选，他将在气候变化问题上采取更强硬的立场。习则承诺中国将在2060年前实现“碳中和”。这是中国迄今在气候变化问题上最大胆的承诺。——这是十四五规划中可再生能源比例有望大幅提高的政治基础。,"Sep 24, 2020",2020-09-24T03:21:46.000Z
Freemanparadise,@paradisefreeman,,1,1,,,https://x.com/paradisefreeman/status/1323685076916318208,https://x.com/paradisefreeman,"拜登政策：
1  新型冠状病毒疫情-全国检测追踪
2  就业财政-提升最低工资，绿色能源
3  种族問題-刑事司法改革，保障少数社群
4  气候变化-重回气候协定
5  外交政策-美国挑战中国
6  医疗卫生-扩展奥巴马医保
7  移民政策-撤销特朗普移民政策
8  教育-全民学前班免费学院","Nov 4, 2020",2020-11-03T17:54:49.000Z
纽约时报中文网,@nytchinese,,3,8,15,37K,https://x.com/nytchinese/status/1831174364793888877,https://x.com/nytchinese,拜登总统的气候问题最高外交官约翰·波德斯塔周二前往北京，他计划与中国气候特使刘振民以及负责煤炭开发和可再生能源生产的官员举行会谈。预计他将敦促中国领导人制定更雄心勃勃的计划，减少导致气候变化的温室气体排放。,Sep 4,2024-09-04T03:36:04.000Z
博讯新闻网,@boxun,"https://pbs.twimg.com/media/F4gwnSWbwAAym-S?format=png&name=small, https://pbs.twimg.com/media/F4gwnSWbwAAym-S?format=png&name=small",3,4,11,4.7K,https://x.com/boxun/status/1695716529646477312,https://x.com/boxun,【四年来首位加拿大部长访华】加拿大环境与气候变化部长吉尔博特26日启程前往北京，参加有关应对气候变化和保护生物多样性的会谈。加拿大和中国都是排放大国，本次吉尔博特想提出的两个重要问题是甲烷减排和全球可再生能源目标，“我希望我们能就一些与气候变化有关的问题进行开诚布公的对话”。,"Aug 27, 2023",2023-08-27T08:35:00.000Z
Echo@522,@EchoEcho5221,,,1,,,https://x.com/EchoEcho5221/status/1590854662458322944,https://x.com/EchoEcho5221,"中国的可再生能源（装机规模）在去年（2021）年底已经达到11.2亿千瓦，现在很多发达国家的可再生能源的装机总量加起来也没有达到中国的水平。

应对气候变化中国从来不说空话，反观发达国家“已欠2600多亿”承诺未兑现。放大话吹牛皮第一名。","Nov 11, 2022",2022-11-10T23:51:22.000Z
ken peng,@kenpeng2008,,,,,38,https://x.com/kenpeng2008/status/1734001351741645274,https://x.com/kenpeng2008,"《联合国气候变化框架公约》第二十八次缔约方大会正在阿联酋迪拜召开。在本次联合国气候变化大会上，制定减排方案、减少石油及煤炭等化石燃料生产、增加可再生能源使用等议题成为讨论重点。
国际可再生能源署总干事卡梅拉表示，中国在可再生能源领域取得的成就令人瞩目。","Dec 11, 2023",2023-12-11T00:05:13.000Z
